Problem Name	1	2	3	4	5	6	7	8	9	10	11	12	13	14	circle1	circle2	circle3	0intro
%(q4-ratio100-h1)%	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 5/100 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 27/100 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 1/10 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 2/10 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 15/20 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 15/25 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 10/25 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 3/40 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 15/40 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 35/50 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 7/50 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 4/5 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 54/80 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 64/80 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 3/12 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 2/4 to 100."	"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 2/5 to 100."	-
%(q4-ratio100-h2)%	"Do you know how to find an equivalent fraction of 5/100 that has denominator of 100? You already know the denominator. Then, what would be its numerator?"	"Do you know how to find an equivalent fraction of 27/100 that has denominator of 100? You already know the denominator. Then, what would be its numerator?"	"Do you know how to find an equivalent fraction of 1/10 that has denominator of 100? You already know the denominator. Then, what would be its numerator?"	"Do you know how to find an equivalent fraction of 2/10 that has denominator of 100? You already know the denominator. Then, what would be its numerator?"	"Do you know how to find an equivalent fraction of 15/20 that has denominator of 100? You already know the denominator. Then, what would be its numerator?"	"Do you know how to find an equivalent fraction of 15/25 that has denominator of 100? You already know the denominator. Then, what would be its numerator?"	"Do you know how to find an equivalent fraction of 10/25 that has denominator of 100? You already know the denominator. Then, what would be its numerator?"	"Do you know how to find an equivalent fraction of 3/40 that has denominator of 100? You already know the denominator. Then, what would be its numerator?"	"Do you know how to find an equivalent fraction of 15/40 that has denominator of 100? You already know the denominator. Then, what would be its numerator?"	"Do you know how to find an equivalent fraction of 35/50 that has denominator of 100? You already know the denominator. Then, what would be its numerator?"	"Do you know how to find an equivalent fraction of 7/50 that has denominator of 100? You already know the denominator. Then, what would be its numerator?"	"Do you know how to find an equivalent fraction of 4/5 that has denominator of 100? You already know the denominator. Then, what would be its numerator?"	"Do you know how to find an equivalent fraction of 54/80 that has denominator of 100? You already know the denominator. Then, what would be its numerator?"	"Do you know how to find an equivalent fraction of 64/80 that has denominator of 100? You already know the denominator. Then, what would be its numerator?"	"Do you know how to find an equivalent fraction of 3/12 that has denominator of 100? You already know the denominator. Then, what would be its numerator?"	"Do you know how to find an equivalent fraction of 2/4 that has denominator of 100? You already know the denominator. Then, what would be its numerator?"	"Do you know how to find an equivalent fraction of 2/5 that has denominator of 100? You already know the denominator. Then, what would be its numerator?"	-
%(q4-ratio100-h3)%	"One way to find the numerator for the ratio out of 100 is to start with the original numerator, 5, and multiply it by 100 and then divide it by 100, the original denominator: 5*100/100. "	"One way to find the numerator for the ratio out of 100 is to start with the original numerator, 27, and multiply it by 100 and then divide it by 100, the original denominator: 27*100/100. "	"One way to find the numerator for the ratio out of 100 is to start with the original numerator, 1, and multiply it by 100 and then divide it by 10, the original denominator: 1*100/10. "	"One way to find the numerator for the ratio out of 100 is to start with the original numerator, 2, and multiply it by 100 and then divide it by 10, the original denominator: 2*100/10. "	"One way to find the numerator for the ratio out of 100 is to start with the original numerator, 15, and multiply it by 100 and then divide it by 20, the original denominator: 15*100/20. "	"One way to find the numerator for the ratio out of 100 is to start with the original numerator, 15, and multiply it by 100 and then divide it by 25, the original denominator: 15*100/25. "	"One way to find the numerator for the ratio out of 100 is to start with the original numerator, 10, and multiply it by 100 and then divide it by 25, the original denominator: 10*100/25. "	"One way to find the numerator for the ratio out of 100 is to start with the original numerator, 3, and multiply it by 100 and then divide it by 40, the original denominator: 3*100/40. "	"One way to find the numerator for the ratio out of 100 is to start with the original numerator, 15, and multiply it by 100 and then divide it by 40, the original denominator: 15*100/40. "	"One way to find the numerator for the ratio out of 100 is to start with the original numerator, 35, and multiply it by 100 and then divide it by 50, the original denominator: 35*100/50. "	"One way to find the numerator for the ratio out of 100 is to start with the original numerator, 7, and multiply it by 100 and then divide it by 50, the original denominator: 7*100/50. "	"One way to find the numerator for the ratio out of 100 is to start with the original numerator, 4, and multiply it by 100 and then divide it by 5, the original denominator: 4*100/5. "	"One way to find the numerator for the ratio out of 100 is to start with the original numerator, 54, and multiply it by 100 and then divide it by 80, the original denominator: 54*100/80. "	"One way to find the numerator for the ratio out of 100 is to start with the original numerator, 64, and multiply it by 100 and then divide it by 80, the original denominator: 64*100/80. "	"One way to find the numerator for the ratio out of 100 is to start with the original numerator, 3, and multiply it by 100 and then divide it by 12, the original denominator: 3*100/12. "	"One way to find the numerator for the ratio out of 100 is to start with the original numerator, 2, and multiply it by 100 and then divide it by 4, the original denominator: 2*100/4. "	"One way to find the numerator for the ratio out of 100 is to start with the original numerator, 2, and multiply it by 100 and then divide it by 5, the original denominator: 2*100/5. "	-
																		
%(q1-percent-h1)%	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 100/100. The percent representation is just the numerator of this ratio, 100."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 15/100. The percent representation is just the numerator of this ratio, 15."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 70/100. The percent representation is just the numerator of this ratio, 70."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 90/100. The percent representation is just the numerator of this ratio, 90."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 5/100. The percent representation is just the numerator of this ratio, 5."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 40/100. The percent representation is just the numerator of this ratio, 40."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 20/100. The percent representation is just the numerator of this ratio, 20."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 80/100. The percent representation is just the numerator of this ratio, 80."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 75/100. The percent representation is just the numerator of this ratio, 75."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 10/100. The percent representation is just the numerator of this ratio, 10."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 4/100. The percent representation is just the numerator of this ratio, 4."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 60/100. The percent representation is just the numerator of this ratio, 60."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 2.5/100. The percent representation is just the numerator of this ratio, 2.5."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 77.5/100. The percent representation is just the numerator of this ratio, 77.5."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 10/100. The percent representation is just the numerator of this ratio, 10."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 25/100. The percent representation is just the numerator of this ratio, 25."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 40/100. The percent representation is just the numerator of this ratio, 40."	-
%(q1-percent-h2)%	"If the ratio out 100 is 100/100, the percent is its numerator, 100."	"If the ratio out 100 is 15/100, the percent is its numerator, 15."	"If the ratio out 100 is 70/100, the percent is its numerator, 70."	"If the ratio out 100 is 90/100, the percent is its numerator, 90."	"If the ratio out 100 is 5/100, the percent is its numerator, 5."	"If the ratio out 100 is 40/100, the percent is its numerator, 40."	"If the ratio out 100 is 20/100, the percent is its numerator, 20."	"If the ratio out 100 is 80/100, the percent is its numerator, 80."	"If the ratio out 100 is 75/100, the percent is its numerator, 75."	"If the ratio out 100 is 10/100, the percent is its numerator, 10."	"If the ratio out 100 is 4/100, the percent is its numerator, 4."	"If the ratio out 100 is 60/100, the percent is its numerator, 60."	"If the ratio out 100 is 2.5/100, the percent is its numerator, 2.5."	"If the ratio out 100 is 77.5/100, the percent is its numerator, 77.5."	"If the ratio out 100 is 10/100, the percent is its numerator, 10."	"If the ratio out 100 is 25/100, the percent is its numerator, 25."	"If the ratio out 100 is 40/100, the percent is its numerator, 40."	-
%(q2-percent-h1)%	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 20/100. The percent representation is just the numerator of this ratio, 20."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 5/100. The percent representation is just the numerator of this ratio, 5."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 90/100. The percent representation is just the numerator of this ratio, 90."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 60/100. The percent representation is just the numerator of this ratio, 60."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 40/100. The percent representation is just the numerator of this ratio, 40."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 20/100. The percent representation is just the numerator of this ratio, 20."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 60/100. The percent representation is just the numerator of this ratio, 60."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 12.5/100. The percent representation is just the numerator of this ratio, 12.5."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 62.5/100. The percent representation is just the numerator of this ratio, 62.5."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 50/100. The percent representation is just the numerator of this ratio, 50."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 70/100. The percent representation is just the numerator of this ratio, 70."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 100/100. The percent representation is just the numerator of this ratio, 100."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 75/100. The percent representation is just the numerator of this ratio, 75."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 22.5/100. The percent representation is just the numerator of this ratio, 22.5."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 40/100. The percent representation is just the numerator of this ratio, 40."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 12.5/100. The percent representation is just the numerator of this ratio, 12.5."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 50/100. The percent representation is just the numerator of this ratio, 50."	-
%(q2-percent-h2)%	"If the ratio out 100 is 20/100, the percent is its numerator, 20."	"If the ratio out 100 is 5/100, the percent is its numerator, 5."	"If the ratio out 100 is 90/100, the percent is its numerator, 90."	"If the ratio out 100 is 60/100, the percent is its numerator, 60."	"If the ratio out 100 is 40/100, the percent is its numerator, 40."	"If the ratio out 100 is 20/100, the percent is its numerator, 20."	"If the ratio out 100 is 60/100, the percent is its numerator, 60."	"If the ratio out 100 is 12.5/100, the percent is its numerator, 12.5."	"If the ratio out 100 is 62.5/100, the percent is its numerator, 62.5."	"If the ratio out 100 is 50/100, the percent is its numerator, 50."	"If the ratio out 100 is 70/100, the percent is its numerator, 70."	"If the ratio out 100 is 100/100, the percent is its numerator, 100."	"If the ratio out 100 is 75/100, the percent is its numerator, 75."	"If the ratio out 100 is 22.5/100, the percent is its numerator, 22.5."	"If the ratio out 100 is 40/100, the percent is its numerator, 40."	"If the ratio out 100 is 12.5/100, the percent is its numerator, 12.5."	"If the ratio out 100 is 50/100, the percent is its numerator, 50."	-
%(q3-percent-h1)%	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 60/100. The percent representation is just the numerator of this ratio, 60."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 18/100. The percent representation is just the numerator of this ratio, 18."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 40/100. The percent representation is just the numerator of this ratio, 40."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 30/100. The percent representation is just the numerator of this ratio, 30."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 25/100. The percent representation is just the numerator of this ratio, 25."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 80/100. The percent representation is just the numerator of this ratio, 80."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 80/100. The percent representation is just the numerator of this ratio, 80."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 75/100. The percent representation is just the numerator of this ratio, 75."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 12.5/100. The percent representation is just the numerator of this ratio, 12.5."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 90/100. The percent representation is just the numerator of this ratio, 90."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 10/100. The percent representation is just the numerator of this ratio, 10."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 20/100. The percent representation is just the numerator of this ratio, 20."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 5/100. The percent representation is just the numerator of this ratio, 5."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 55/100. The percent representation is just the numerator of this ratio, 55."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 70/100. The percent representation is just the numerator of this ratio, 70."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 25/100. The percent representation is just the numerator of this ratio, 25."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 20/100. The percent representation is just the numerator of this ratio, 20."	-
%(q3-percent-h2)%	"If the ratio out 100 is 60/100, the percent is its numerator, 60."	"If the ratio out 100 is 18/100, the percent is its numerator, 18."	"If the ratio out 100 is 40/100, the percent is its numerator, 40."	"If the ratio out 100 is 30/100, the percent is its numerator, 30."	"If the ratio out 100 is 25/100, the percent is its numerator, 25."	"If the ratio out 100 is 80/100, the percent is its numerator, 80."	"If the ratio out 100 is 80/100, the percent is its numerator, 80."	"If the ratio out 100 is 75/100, the percent is its numerator, 75."	"If the ratio out 100 is 12.5/100, the percent is its numerator, 12.5."	"If the ratio out 100 is 90/100, the percent is its numerator, 90."	"If the ratio out 100 is 10/100, the percent is its numerator, 10."	"If the ratio out 100 is 20/100, the percent is its numerator, 20."	"If the ratio out 100 is 5/100, the percent is its numerator, 5."	"If the ratio out 100 is 55/100, the percent is its numerator, 55."	"If the ratio out 100 is 70/100, the percent is its numerator, 70."	"If the ratio out 100 is 25/100, the percent is its numerator, 25."	"If the ratio out 100 is 20/100, the percent is its numerator, 20."	-
%(q4-percent-h1)%	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 5/100. The percent representation is just the numerator of this ratio, 5."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 27/100. The percent representation is just the numerator of this ratio, 27."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 10/100. The percent representation is just the numerator of this ratio, 10."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 20/100. The percent representation is just the numerator of this ratio, 20."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 75/100. The percent representation is just the numerator of this ratio, 75."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 60/100. The percent representation is just the numerator of this ratio, 60."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 40/100. The percent representation is just the numerator of this ratio, 40."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 7.5/100. The percent representation is just the numerator of this ratio, 7.5."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 37.5/100. The percent representation is just the numerator of this ratio, 37.5."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 70/100. The percent representation is just the numerator of this ratio, 70."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 14/100. The percent representation is just the numerator of this ratio, 14."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 80/100. The percent representation is just the numerator of this ratio, 80."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 67.5/100. The percent representation is just the numerator of this ratio, 67.5."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 80/100. The percent representation is just the numerator of this ratio, 80."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 25/100. The percent representation is just the numerator of this ratio, 25."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 50/100. The percent representation is just the numerator of this ratio, 50."	"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 40/100. The percent representation is just the numerator of this ratio, 40."	-
%(q4-percent-h2)%	"If the ratio out 100 is 5/100, the percent is its numerator, 5."	"If the ratio out 100 is 27/100, the percent is its numerator, 27."	"If the ratio out 100 is 10/100, the percent is its numerator, 10."	"If the ratio out 100 is 20/100, the percent is its numerator, 20."	"If the ratio out 100 is 75/100, the percent is its numerator, 75."	"If the ratio out 100 is 60/100, the percent is its numerator, 60."	"If the ratio out 100 is 40/100, the percent is its numerator, 40."	"If the ratio out 100 is 7.5/100, the percent is its numerator, 7.5."	"If the ratio out 100 is 37.5/100, the percent is its numerator, 37.5."	"If the ratio out 100 is 70/100, the percent is its numerator, 70."	"If the ratio out 100 is 14/100, the percent is its numerator, 14."	"If the ratio out 100 is 80/100, the percent is its numerator, 80."	"If the ratio out 100 is 67.5/100, the percent is its numerator, 67.5."	"If the ratio out 100 is 80/100, the percent is its numerator, 80."	"If the ratio out 100 is 25/100, the percent is its numerator, 25."	"If the ratio out 100 is 50/100, the percent is its numerator, 50."	"If the ratio out 100 is 40/100, the percent is its numerator, 40."	-
																		
%(q1-dec-h1)%	The ratio out of 100 is written as 100/100. Please express this value as a decimal.	The ratio out of 100 is written as 15/100. Please express this value as a decimal.	The ratio out of 100 is written as 70/100. Please express this value as a decimal.	The ratio out of 100 is written as 90/100. Please express this value as a decimal.	The ratio out of 100 is written as 5/100. Please express this value as a decimal.	The ratio out of 100 is written as 40/100. Please express this value as a decimal.	The ratio out of 100 is written as 20/100. Please express this value as a decimal.	The ratio out of 100 is written as 80/100. Please express this value as a decimal.	The ratio out of 100 is written as 75/100. Please express this value as a decimal.	The ratio out of 100 is written as 10/100. Please express this value as a decimal.	The ratio out of 100 is written as 4/100. Please express this value as a decimal.	The ratio out of 100 is written as 60/100. Please express this value as a decimal.	The ratio out of 100 is written as 2.5/100. Please express this value as a decimal.	The ratio out of 100 is written as 77.5/100. Please express this value as a decimal.	The ratio out of 100 is written as 10/100. Please express this value as a decimal.	The ratio out of 100 is written as 25/100. Please express this value as a decimal.	The ratio out of 100 is written as 40/100. Please express this value as a decimal.	-
%(q2-dec-h1)%	The ratio out of 100 is written as 20/100. Please express this value as a decimal.	The ratio out of 100 is written as 5/100. Please express this value as a decimal.	The ratio out of 100 is written as 90/100. Please express this value as a decimal.	The ratio out of 100 is written as 60/100. Please express this value as a decimal.	The ratio out of 100 is written as 40/100. Please express this value as a decimal.	The ratio out of 100 is written as 20/100. Please express this value as a decimal.	The ratio out of 100 is written as 60/100. Please express this value as a decimal.	The ratio out of 100 is written as 12.5/100. Please express this value as a decimal.	The ratio out of 100 is written as 62.5/100. Please express this value as a decimal.	The ratio out of 100 is written as 50/100. Please express this value as a decimal.	The ratio out of 100 is written as 70/100. Please express this value as a decimal.	The ratio out of 100 is written as 100/100. Please express this value as a decimal.	The ratio out of 100 is written as 75/100. Please express this value as a decimal.	The ratio out of 100 is written as 22.5/100. Please express this value as a decimal.	The ratio out of 100 is written as 40/100. Please express this value as a decimal.	The ratio out of 100 is written as 12.5/100. Please express this value as a decimal.	The ratio out of 100 is written as 50/100. Please express this value as a decimal.	-
%(q3-dec-h1)%	The ratio out of 100 is written as 60/100. Please express this value as a decimal.	The ratio out of 100 is written as 18/100. Please express this value as a decimal.	The ratio out of 100 is written as 40/100. Please express this value as a decimal.	The ratio out of 100 is written as 30/100. Please express this value as a decimal.	The ratio out of 100 is written as 25/100. Please express this value as a decimal.	The ratio out of 100 is written as 80/100. Please express this value as a decimal.	The ratio out of 100 is written as 80/100. Please express this value as a decimal.	The ratio out of 100 is written as 75/100. Please express this value as a decimal.	The ratio out of 100 is written as 12.5/100. Please express this value as a decimal.	The ratio out of 100 is written as 90/100. Please express this value as a decimal.	The ratio out of 100 is written as 10/100. Please express this value as a decimal.	The ratio out of 100 is written as 20/100. Please express this value as a decimal.	The ratio out of 100 is written as 5/100. Please express this value as a decimal.	The ratio out of 100 is written as 55/100. Please express this value as a decimal.	The ratio out of 100 is written as 70/100. Please express this value as a decimal.	The ratio out of 100 is written as 25/100. Please express this value as a decimal.	The ratio out of 100 is written as 20/100. Please express this value as a decimal.	-
%(q4-dec-h1)%	The ratio out of 100 is written as 5/100. Please express this value as a decimal.	The ratio out of 100 is written as 27/100. Please express this value as a decimal.	The ratio out of 100 is written as 10/100. Please express this value as a decimal.	The ratio out of 100 is written as 20/100. Please express this value as a decimal.	The ratio out of 100 is written as 75/100. Please express this value as a decimal.	The ratio out of 100 is written as 60/100. Please express this value as a decimal.	The ratio out of 100 is written as 40/100. Please express this value as a decimal.	The ratio out of 100 is written as 7.5/100. Please express this value as a decimal.	The ratio out of 100 is written as 37.5/100. Please express this value as a decimal.	The ratio out of 100 is written as 70/100. Please express this value as a decimal.	The ratio out of 100 is written as 14/100. Please express this value as a decimal.	The ratio out of 100 is written as 80/100. Please express this value as a decimal.	The ratio out of 100 is written as 67.5/100. Please express this value as a decimal.	The ratio out of 100 is written as 80/100. Please express this value as a decimal.	The ratio out of 100 is written as 25/100. Please express this value as a decimal.	The ratio out of 100 is written as 50/100. Please express this value as a decimal.	The ratio out of 100 is written as 40/100. Please express this value as a decimal.	-
%(dec-h2)%	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again."	-
%(dec-h3)%	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	"To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!"	-
																		
%(q1-red-h1)%	"To turn 100/100 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 15/100 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 7/10 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 9/10 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 1/20 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 10/25 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 5/25 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 32/40 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 30/40 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 5/50 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 2/50 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 3/5 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 2/80 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 62/80 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 1/10 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 2/8 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	"To turn 4/10 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore."	-
